id|estado|cidade|bairro|rua|cep|numero|id_usuario
1304|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|733|1304
1305|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|827|1305
1306|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|633|1306
1307|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|862|1307
1308|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|411|1308
1309|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|437|1309
1310|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|424|1310
1311|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|370|1311
1312|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|361|1312
1313|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|304|1313
1314|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|820|1314
1315|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|540|1315
1316|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|350|1316
1317|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|740|1317
1318|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|267|1318
1319|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|356|1319
1320|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|829|1320
1321|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|254|1321
1322|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|908|1322
1323|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|353|1323
1324|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|273|1324
1325|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|334|1325
1326|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|294|1326
1327|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|354|1327
1328|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|290|1328
1329|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|914|1329
1330|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|808|1330
1331|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|309|1331
1332|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|893|1332
1333|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|62|1333
1334|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|388|1334
1335|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|966|1335
1336|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|187|1336
1337|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|591|1337
1338|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|825|1338
1339|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|66|1339
1340|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|106|1340
1341|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|958|1341
1342|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|597|1342
1343|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|672|1343
1344|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|254|1344
1345|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|96|1345
1346|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|802|1346
1347|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|877|1347
1348|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|85|1348
1349|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|659|1349
1350|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|80|1350
1351|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|55|1351
1352|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|484|1352
1353|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|145|1353
1354|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|501|1354
1355|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|773|1355
1356|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|762|1356
1357|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|809|1357
1358|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|227|1358
1359|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|743|1359
1360|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|725|1360
1361|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|504|1361
1362|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|5|1362
1363|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|124|1363
1364|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|26|1364
1365|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|609|1365
1366|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|944|1366
1367|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|411|1367
1368|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|223|1368
1369|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|355|1369
1370|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|131|1370
1371|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|700|1371
1372|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|854|1372
1373|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|842|1373
1374|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|494|1374
1375|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|504|1375
1376|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|490|1376
1377|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|3|1377
1378|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|657|1378
1379|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|969|1379
1380|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|788|1380
1381|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|14|1381
1382|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|850|1382
1383|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|646|1383
1384|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|63|1384
1385|PE|Caruaru|São João da Escócia|Rua José de Alencar|55019-145|678|1385
1386|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|205|1386
1387|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|738|1387
1388|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|269|1388
1389|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|319|1389
1390|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|273|1390
1391|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|170|1391
1392|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|661|1392
1393|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|775|1393
1394|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|674|1394
1395|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|451|1395
1396|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|441|1396
1397|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|564|1397
1398|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|900|1398
1399|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|762|1399
1400|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|679|1400
1401|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|163|1401
1402|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|693|1402
1403|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|596|1403
1404|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|242|1404
1405|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|831|1405
1406|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|167|1406
1407|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|791|1407
1408|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|505|1408
1409|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|46|1409
1410|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|13|1410
1411|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|497|1411
1412|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|446|1412
1413|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|113|1413
1414|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|642|1414
1415|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|992|1415
1416|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|443|1416
1417|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|500|1417
1418|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|835|1418
1419|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|991|1419
1420|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|80|1420
1421|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|471|1421
1422|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|749|1422
1423|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|47|1423
1424|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|990|1424
1425|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|594|1425
1426|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|449|1426
1427|PE|Paulista|Jardim Maranguape|Rua Cento e Doze|53442-130|244|1427
1428|PE|Olinda|Tabajara|Rua Grajaú|53350-340|1|1428
1429|PE|Olinda|Tabajara|Rua Grajaú|53350-340|537|1429
1430|PE|Olinda|Tabajara|Rua Grajaú|53350-340|666|1430
1431|PE|Olinda|Tabajara|Rua Grajaú|53350-340|981|1431
1432|PE|Olinda|Tabajara|Rua Grajaú|53350-340|940|1432
1433|PE|Olinda|Tabajara|Rua Grajaú|53350-340|34|1433
1434|PE|Olinda|Tabajara|Rua Grajaú|53350-340|354|1434
1435|PE|Olinda|Tabajara|Rua Grajaú|53350-340|155|1435
1436|PE|Olinda|Tabajara|Rua Grajaú|53350-340|601|1436
1437|PE|Olinda|Tabajara|Rua Grajaú|53350-340|418|1437
1438|PE|Olinda|Tabajara|Rua Grajaú|53350-340|334|1438
1439|PE|Olinda|Tabajara|Rua Grajaú|53350-340|386|1439
1440|PE|Olinda|Tabajara|Rua Grajaú|53350-340|527|1440
1441|PE|Olinda|Tabajara|Rua Grajaú|53350-340|580|1441
1442|PE|Olinda|Tabajara|Rua Grajaú|53350-340|832|1442
1443|PE|Olinda|Tabajara|Rua Grajaú|53350-340|154|1443
1444|PE|Olinda|Tabajara|Rua Grajaú|53350-340|491|1444
1445|PE|Olinda|Tabajara|Rua Grajaú|53350-340|414|1445
1446|PE|Olinda|Tabajara|Rua Grajaú|53350-340|378|1446
1447|PE|Olinda|Tabajara|Rua Grajaú|53350-340|31|1447
1448|PE|Olinda|Tabajara|Rua Grajaú|53350-340|205|1448
1449|PE|Olinda|Tabajara|Rua Grajaú|53350-340|836|1449
1450|PE|Olinda|Tabajara|Rua Grajaú|53350-340|789|1450
1451|PE|Olinda|Tabajara|Rua Grajaú|53350-340|681|1451
1452|PE|Olinda|Tabajara|Rua Grajaú|53350-340|206|1452
1453|PE|Olinda|Tabajara|Rua Grajaú|53350-340|454|1453
1454|PE|Olinda|Tabajara|Rua Grajaú|53350-340|947|1454
1455|PE|Olinda|Tabajara|Rua Grajaú|53350-340|647|1455
1456|PE|Olinda|Tabajara|Rua Grajaú|53350-340|669|1456
1457|PE|Olinda|Tabajara|Rua Grajaú|53350-340|643|1457
1458|PE|Olinda|Tabajara|Rua Grajaú|53350-340|281|1458
1459|PE|Olinda|Tabajara|Rua Grajaú|53350-340|673|1459
1460|PE|Olinda|Tabajara|Rua Grajaú|53350-340|491|1460
1461|PE|Olinda|Tabajara|Rua Grajaú|53350-340|13|1461
1462|PE|Olinda|Tabajara|Rua Grajaú|53350-340|437|1462
1463|PE|Olinda|Tabajara|Rua Grajaú|53350-340|539|1463
1464|PE|Olinda|Tabajara|Rua Grajaú|53350-340|487|1464
1465|PE|Olinda|Tabajara|Rua Grajaú|53350-340|917|1465
1466|PE|Olinda|Tabajara|Rua Grajaú|53350-340|787|1466
1467|PE|Olinda|Tabajara|Rua Grajaú|53350-340|497|1467
1468|PE|Olinda|Tabajara|Rua Grajaú|53350-340|512|1468
1469|PE|Olinda|Tabajara|Rua Grajaú|53350-340|647|1469
1470|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|699|1470
1471|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|684|1471
1472|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|536|1472
1473|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|511|1473
1474|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|350|1474
1475|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|726|1475
1476|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|433|1476
1477|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|371|1477
1478|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|514|1478
1479|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|441|1479
1480|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|749|1480
1481|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|328|1481
1482|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|981|1482
1483|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|732|1483
1484|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|737|1484
1485|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|357|1485
1486|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|48|1486
1487|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|152|1487
1488|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|146|1488
1489|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|223|1489
1490|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|230|1490
1491|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|690|1491
1492|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|606|1492
1493|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|685|1493
1494|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|306|1494
1495|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|494|1495
1496|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|633|1496
1497|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|403|1497
1498|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|57|1498
1499|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|887|1499
1500|PE|Jaboatão dos Guararapes|Prazeres|Rua Monte Sião|54340-520|890|1500
